hclips.com;104.20.93.127;US;NA
detik.com;203.190.242.69;ID;AS
udn.com;104.70.253.135;US;NA
google.be;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
target.com;23.200.86.143;FR;EU
google.com.pe;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
foxnews.com;23.200.86.152;FR;EU
putlocker.is;104.23.197.8;US;NA
mega.nz;154.53.224.158;US;NA;2001:978:2:aa::25:2;DE;EU
fbcdn.net;173.252.120.6;US;NA;2a03:2880:11:1f04:face:b00c::1;US;NA
blogspot.in;172.217.20.41;US;NA;2a00:1450:4007:808::2009;IE;EU
comcast.net;69.252.80.75;US;NA
web.de;82.165.230.17;DE;EU
orange.fr;193.252.148.140;FR;EU
americanexpress.com;104.70.242.123;US;NA
deviantart.com;54.230.197.162;US;NA
youporn.com;31.192.116.24;NL;EU
youm7.com;104.16.85.202;US;NA;2400:cb00:2048:1::6810:56ca;HK;AS
nih.gov;54.235.145.223;US;NA
google.com.sg;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
slither.io;104.20.24.135;US;NA
spotify.com;194.132.198.165;JP;AS
google.com.ph;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
upornia.com;104.24.3.15;US;NA
gmx.net;82.165.229.87;DE;EU
leboncoin.fr;193.164.196.82;FR;EU
ifeng.com;210.51.19.63;CN;AS
wikihow.com;151.101.32.68;US;NA
douyu.com;220.243.193.127;CN;AS
roblox.com;69.172.201.47;US;NA
google.se;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
zol.com.cn;123.103.57.11;CN;AS
hdfcbank.com;104.16.52.162;US;NA;2400:cb00:2048:1::6810:35a2;HK;AS
51.la;117.21.226.199;CN;AS
thepiratebay.org;104.18.41.167;US;NA
forbes.com;63.240.4.179;US;NA
google.at;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
mozilla.org;63.245.215.20;US;NA
babytree.com;103.25.22.168;CN;AS
wix.com;107.154.110.40;US;NA
bestbuy.com;184.51.148.152;NL;EU
onet.pl;213.180.141.140;PL;EU
google.cn;74.125.71.160;US;NA;2a00:1450:400c:c02::a0;IE;EU
xfinity.com;96.114.14.140;US;NA
allegro.pl;185.31.26.232;PL;EU
google.dz;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
groupon.com;104.85.66.52;US;NA
adnetworkperformance.com;130.211.186.109;US;NA
wikimedia.org;91.198.174.192;NL;EU;2620:0:862:ed1a::1;US;NA
wittyfeed.com;104.16.123.108;US;NA;2400:cb00:2048:1::6810:7a6c;HK;AS
github.io;23.235.33.133;US;NA
onedio.com;104.20.23.247;US;NA;2400:cb00:2048:1::6814:18f7;HK;AS
webtretho.com;123.30.128.195;VN;AS
blastingnews.com;212.97.32.174;IT;EU
t-online.de;62.153.159.92;DE;EU;2003:2:4:164:217:6:164:162;DE;EU
google.ch;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
blog.jp;125.6.146.13;JP;AS
ozock.com;104.18.56.71;US;NA
tokopedia.com;182.253.224.184;ID;AS
softonic.com;46.28.209.20;ES;EU
google.pt;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
wp.pl;212.77.98.9;PL;EU
xcar.com.cn;124.251.98.4;CN;AS
livejasmin.com;109.71.160.200;LU;EU
imzog.com;104.25.24.99;US;NA;2400:cb00:2048:1::6819:1863;HK;AS
yesky.com;219.239.88.112;CN;AS
eksisozluk.com;176.53.43.6;TR;AS
rediff.com;23.200.87.140;FR;EU
google.cl;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
shutterstock.com;162.212.41.11;US;NA
xywy.com;119.28.48.239;CN;AS
huanqiu.com;58.68.250.146;CN;AS
ebay-kleinanzeigen.de;91.211.75.193;NL;EU;2a04:cb41:f016:4::11;NL;EU
speedtest.net;151.101.128.230;US;NA;2a04:4e42:600::230;;EU
chaturbate.com;104.16.108.24;US;NA
google.cz;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
google.ae;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
trello.com;104.101.166.212;US;NA
ltn.com.tw;218.211.33.75;TW;AS
bitauto.com;59.151.116.98;CN;AS
pandora.com;208.85.40.20;US;NA;2620:106:e003:f00e::63;US;NA
goodreads.com;72.21.202.239;US;NA
2ch.net;104.20.30.112;US;NA
hulu.com;23.3.148.75;NL;EU
google.co.il;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
seznam.cz;77.75.79.53;CZ;EU;2a02:598:2::1039;CZ;EU
1688.com;140.205.174.2;CN;AS
slickdeals.net;192.33.31.51;US;NA
caijing.com.cn;124.243.192.30;CN;AS
terraclicks.com;198.134.112.232;US;NA
slack.com;54.230.196.80;US;NA
bukalapak.com;182.253.238.102;ID;AS
google.hu;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
weebly.com;74.115.50.109;US;NA
pinimg.com;104.156.81.84;US;NA
kompas.com;202.61.113.35;ID;AS
wordpress.org;66.155.40.250;US;NA
sourceforge.net;216.34.181.60;US;NA
wordreference.com;148.251.23.152;DE;EU
mlb.com;209.102.213.14;US;NA
youtube-mp3.org;104.20.94.121;US;NA;2400:cb00:2048:1::6814:5e79;HK;AS
zendesk.com;192.161.154.1;US;NA
mama.cn;119.145.147.181;CN;AS
archive.org;207.241.224.2;US;NA
businessinsider.com;104.156.85.64;US;NA
att.com;144.160.155.43;US;NA;2001:1890:1c00:5112::f:1008;US;NA
google.ie;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
media.tumblr.com;54.192.198.72;US;NA
telegraph.co.uk;184.51.148.169;NL;EU
adexc.net;163.172.21.184;GB;EU
oracle.com;137.254.120.50;US;NA
kinogo.co;104.31.83.13;US;NA
webmd.com;208.93.170.15;US;NA
csdn.net;101.201.172.229;CN;AS
sabah.com.tr;46.20.153.2;TR;AS
messenger.com;69.171.230.5;US;NA;2a03:2880:11:1f04:face:b00c::1;US;NA
ign.com;52.207.3.146;US;NA
badoo.com;31.222.68.33;GB;EU
1905.com;118.145.26.112;CN;AS
51yes.com;119.147.114.19;CN;AS
lifebuzz.com;104.16.50.136;US;NA
cnnic.cn;159.226.6.133;CN;AS
liputan6.com;52.76.232.196;US;NA
gizmodo.com;151.101.129.34;US;NA
rambler.ru;81.19.82.10;RU;EU
gsmarena.com;148.251.77.209;DE;EU
addthis.com;104.16.59.133;US;NA
hurriyet.com.tr;83.66.162.3;TR;AS
digikala.com;79.175.144.35;IR;AS
giphy.com;104.16.11.250;US;NA
39.net;121.14.241.75;CN;AS
secureserver.net;97.74.104.222;US;NA
nyaa.se;104.20.75.106;US;NA;2400:cb00:2048:1::6814:4a6a;HK;AS
mailchimp.com;23.206.36.133;NL;EU
likes.com;104.16.65.178;US;NA
rdsa2013.com;173.192.117.80;US;NA
kinopoisk.ru;213.180.193.105;RU;EU;2a02:6b8::2:105;RU;EU
macys.com;23.205.220.82;US;NA
dmm.com;203.209.152.98;JP;AS
medium.com;104.16.122.127;US;NA
friv.com;108.59.8.152;US;NA
espncricinfo.com;80.168.92.141;GB;EU
kapanlagi.com;203.12.21.5;ID;AS
eastday.com;61.129.65.103;CN;AS
google.az;172.217.19.132;US;NA;2a00:1450:4007:805::2004;IE;EU
intuit.com;206.108.40.108;US;NA
thesaurus.com;66.235.120.94;US;NA
reimageplus.com;161.47.7.14;US;NA
libero.it;37.9.239.32;IT;EU
naukri.com;54.251.103.25;SG;AS
life.tw;104.25.174.27;US;NA;2400:cb00:2048:1::6819:af1b;HK;AS
evernote.com;204.154.94.73;US;NA
sahibinden.com;85.111.30.111;TR;AS
taleo.net;68.233.77.233;US;NA
repubblica.it;213.92.16.101;IT;EU
google.no;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
bloomberg.com;69.191.252.148;US;NA
openload.co;104.16.165.50;US;NA;2400:cb00:2048:1::6810:a632;HK;AS
adplxmd.com;205.186.187.178;US;NA
wsj.com;205.203.140.1;US;NA
scribd.com;151.101.128.175;US;NA
google.sk;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
savefrom.net;146.185.29.109;GB;EU
kissanime.to;104.20.69.204;US;NA;2400:cb00:2048:1::6814:44cc;HK;AS
ouo.io;104.20.1.139;US;NA
ck101.com;104.19.142.70;US;NA
blogfa.com;104.31.72.239;US;NA
kohls.com;104.101.185.194;US;NA
livedoor.com;125.6.149.67;JP;AS
amazon.ca;176.32.100.45;NL;EU
impress.co.jp;203.183.234.2;JP;AS
exoclick.com;178.33.165.129;ES;EU;2001:41d0:8:2674::70;FR;EU
kickstarter.com;54.230.197.112;US;NA
freepik.com;178.33.44.27;FR;EU
elmogaz.com;104.31.76.24;US;NA
haber7.com;46.245.163.1;TR;AS
google.dk;172.217.16.67;US;NA;2a00:1450:4007:805::2003;IE;EU
upwork.com;104.16.32.27;US;NA
box.com;74.112.185.90;US;NA
spiegel.de;62.138.116.25;DE;EU
themeforest.net;104.96.26.164;US;NA
doublepimp.com;69.89.69.99;US;NA
daikynguyenvn.com;104.20.64.203;US;NA;2400:cb00:2048:1::6814:3fcb;HK;AS
telegram.org;149.154.167.99;GB;EU;2001:67c:4e8:fa60:3::811:139;NL;EU
newegg.com;193.51.224.8;FR;EU
hm.com;134.213.2.238;GB;EU
rt.com;207.244.80.166;US;NA
sh.st;78.140.188.189;NL;EU
hatena.ne.jp;59.106.194.19;JP;AS
acfun.tv;23.248.160.250;US;NA
southwest.com;208.94.153.100;US;NA
extratorrent.cc;104.20.55.43;US;NA;2400:cb00:2048:1::6814:372b;HK;AS
olx.pl;5.134.209.108;PL;EU
jabong.com;92.122.19.40;GB;EU
shopify.com;54.83.2.218;US;NA
thesportbible.com;104.16.64.153;US;NA
wunderground.com;38.102.136.104;US;NA
realtor.com;206.131.180.21;US;NA
4shared.com;204.155.149.139;US;NA
mashable.com;23.200.86.121;FR;EU
videomega.tv;104.20.24.90;US;NA
siteadvisor.com;161.69.25.181;US;NA
elpais.com;91.216.63.240;ES;EU
playstation.com;209.200.152.198;US;NA
discovercard.com;2.19.231.10;;EU
gismeteo.ru;92.242.43.216;RU;EU
conservativetribune.com;104.25.28.101;US;NA;2400:cb00:2048:1::6819:1b65;HK;AS
hatenablog.com;52.197.170.122;US;NA
ci123.com;202.102.90.109;CN;AS
usaa.com;104.93.248.186;US;NA
thatviralfeed.com;104.16.10.104;US;NA
zippyshare.com;37.187.134.184;FR;EU
baike.com;124.243.228.203;CN;AS
okezone.com;202.80.220.213;ID;AS
google.com.vn;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
lifehacker.com;151.101.129.34;US;NA
blackboard.com;69.196.244.99;US;NA
bidverdrd.com;216.200.199.56;US;NA
answers.com;67.196.156.65;US;NA
bhaskar.com;184.51.148.153;NL;EU
google.by;172.217.16.68;US;NA;2a00:1450:4007:805::2004;IE;EU
free.fr;212.27.48.10;FR;EU;2a01:e0c:1::1;FR;EU
abcnews.go.com;68.71.222.16;US;NA
clickadu.com;206.54.181.6;US;NA
subscene.com;104.24.7.4;US;NA
beeg.com;213.174.158.154;US;NA
hespress.com;104.20.11.85;US;NA
mercadolibre.com.ar;209.225.49.78;AR;SA
souq.com;72.52.8.197;US;NA
17ok.com;119.254.11.66;CN;AS
clipconverter.cc;5.135.203.40;FR;EU
zing.vn;120.138.69.70;VN;AS
mi.com;120.134.33.10;CN;AS
theverge.com;151.101.65.52;US;NA
uefa.com;194.158.2.5;CH;EU
merdeka.com;103.6.0.2;ID;AS
hotels.com;216.251.127.130;US;NA
albawabhnews.com;104.28.27.209;US;NA;2400:cb00:2048:1::681c:1bd1;HK;AS
behance.net;74.205.63.94;US;NA
surveymonkey.com;75.98.93.51;US;NA
rdsa2012.com;173.192.117.80;US;NA
google.bg;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
trulia.com;198.176.43.184;US;NA
mobile.de;194.50.69.124;DE;EU;2a04:cb41:f016:1::46;NL;EU
google.kz;172.217.19.132;US;NA;2a00:1450:4007:805::2004;IE;EU
rbc.ru;185.72.231.14;RU;EU
dictionary.com;66.235.121.141;US;NA
aparat.com;46.224.3.195;IR;AS
seesaa.net;59.106.98.139;JP;AS
rednet.cn;113.240.254.10;CN;AS
urdupoint.com;104.25.160.23;US;NA
independent.co.uk;151.101.65.95;US;NA
tutorialspoint.com;72.21.91.8;US;NA
azlyrics.com;5.79.69.118;NL;EU
gamepedia.com;104.16.15.190;US;NA
blogspot.jp;216.58.211.105;US;NA;2a00:1450:4007:80c::2009;IE;EU
google.lk;74.125.71.94;US;NA;2a00:1450:4007:805::2003;IE;EU
meetup.com;104.16.29.30;US;NA
atlassian.net;165.254.226.65;US;NA
moneycontrol.com;124.153.64.100;IN;AS
xda-developers.com;209.58.128.90;US;NA
suning.com;220.243.193.127;CN;AS
google.fi;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
disqus.com;23.235.33.134;US;NA
thewatchseries.to;81.17.22.114;CH;EU
nifty.com;222.158.213.148;JP;AS
vk.me;95.142.199.215;RU;EU;2a00:bdc0:4:10c:1::612:2;RU;EU
hdzog.com;104.24.4.33;US;NA
gamer.com.tw;104.20.24.138;US;NA
bookmyshow.com;54.231.241.169;US;NA
csgolounge.com;104.20.66.152;US;NA;2400:cb00:2048:1::6814:4298;HK;AS
nikkei.com;138.101.8.100;JP;AS
airtel.in;23.35.125.139;NL;EU
adidas.tmall.com;140.205.230.48;CN;AS
weblio.jp;210.189.86.12;JP;AS
kooora.com;199.83.129.48;US;NA
kijiji.ca;91.195.49.131;DE;EU
cnblogs.com;42.121.252.58;CN;AS
streamcloud.eu;93.115.81.41;;
allrecipes.com;64.94.140.201;US;NA
lenta.ru;81.19.72.32;RU;EU
yandex.ua;77.88.55.55;RU;EU;2a02:6b8:a::a;RU;EU
researchgate.net;209.15.209.70;CA;NA
sakura.ne.jp;210.224.168.100;JP;AS
makemytrip.com;180.179.112.50;IN;AS
google.com.kw;172.217.19.131;US;NA;2a00:1450:4007:805::2003;IE;EU
coursera.org;54.230.197.250;US;NA
huaban.com;115.231.100.109;CN;AS
fiverr.com;192.33.31.72;US;NA
wayfair.com;162.208.32.99;US;NA
kayak.com;185.6.169.69;CH;EU
asus.com;103.10.4.216;TW;AS
nike.com;146.197.184.71;US;NA
sq.cn;220.231.200.140;CN;AS
list.tmall.com;140.205.250.54;CN;AS
gamersky.com;222.223.239.125;CN;AS
y8.com;141.0.173.22;NL;EU
chaoshi.tmall.com;140.205.170.62;CN;AS
shaparak.ir;46.209.99.210;IR;AS
udemy.com;104.20.73.64;US;NA
adp.com;170.146.93.56;US;NA
youdao.com;61.135.218.26;CN;AS
tradeadexchange.com;104.197.47.161;US;NA
hootsuite.com;54.163.249.107;US;NA
blogspot.com.es;172.217.18.233;US;NA;2a00:1450:4007:80c::2009;IE;EU
watsons.tmall.com;140.205.170.62;CN;AS
norton.com;155.64.49.54;US;NA
overstock.com;173.241.154.10;US;NA
justdial.com;23.200.87.127;FR;EU
instructables.com;74.50.63.27;US;NA
drudgereport.com;65.97.58.16;GB;EU
le.com;111.206.208.220;CN;AS
npr.org;216.35.221.76;US;NA
so-net.ne.jp;210.139.248.1;JP;AS
dropbooks.tv;209.95.39.162;US;NA
momoshop.com.tw;203.66.53.8;TW;AS
latimes.com;192.187.93.86;US;NA
wp.com;192.0.78.24;US;NA
uploaded.net;81.171.123.200;NL;EU
aa.com;23.15.77.41;NL;EU
ticketmaster.com;209.104.56.26;US;NA
cbsnews.com;170.20.0.18;US;NA
yadi.sk;213.180.193.50;RU;EU;2a02:6b8::50;RU;EU
lapatilla.com;104.20.81.244;US;NA;2400:cb00:2048:1::6814:50f4;HK;AS
people.com;216.146.46.10;US;NA
meaww.com;104.20.86.35;US;NA
4dsply.com;69.89.74.80;US;NA
eyny.com;67.228.27.108;US;NA
korabia.com;104.27.168.11;US;NA
viralthread.com;104.24.10.2;US;NA;2400:cb00:2048:1::6818:a02;HK;AS
wikiwiki.jp;104.20.43.155;US;NA
e-hentai.org;37.48.119.34;NL;EU
change.org;104.16.4.13;US;NA
instructure.com;54.165.95.219;US;NA
prothom-alo.com;199.83.134.216;US;NA
alexa.cn;121.40.42.87;CN;AS
seasonvar.ru;178.236.137.157;GB;EU
www.gov.uk;151.101.16.144;US;NA
123cha.com;121.40.21.118;CN;AS
cnmo.com;117.79.92.119;CN;AS
interia.pl;217.74.65.23;PL;EU
patch.com;104.156.81.70;US;NA
teepr.com;104.20.51.56;US;NA;2400:cb00:2048:1::6814:3338;HK;AS
ensonhaber.com;37.58.17.122;TR;AS
yandex.com.tr;87.250.255.11;RU;EU;2a02:6b8::224;RU;EU
mercadolibre.com.ve;216.33.197.90;AR;SA
verizon.com;192.16.31.23;US;NA
yts.ag;104.27.214.30;US;NA;2400:cb00:2048:1::681b:d61e;HK;AS
panda.tv;120.55.238.185;CN;AS
time.com;192.0.79.33;US;NA
pof.com;199.182.216.166;CA;NA
4399.com;118.184.184.70;CN;AS
eskimi.com;92.62.130.180;LT;EU
lenovo.com;23.45.151.67;US;NA
zone-telechargement.com;104.31.135.74;US;NA
jimdo.com;62.116.130.8;DE;EU
xe.com;23.3.152.175;NL;EU
biglobe.ne.jp;49.129.31.76;JP;AS;2001:260:401:270::43;JP;AS
cisco.com;72.163.4.161;US;NA;2001:420:1101:1::a;US;NA
elfagr.org;104.27.161.160;US;NA;2400:cb00:2048:1::681b:a0a0;HK;AS
